,index,neighborhood,regions,year,livability_score,income,population,working_population,total_job_growth
824,926,Princenhage,Breda west,2017,690,6800,8380,6320,6.40%
825,590,Princenhage,Breda west,2011,530,6800,8380,6320,6.40%
826,198,Princenhage,Breda west,2004,380,6800,8380,6320,6.40%
827,702,Princenhage,Breda west,2013,590,6800,8380,6320,6.40%
828,86,Princenhage,Breda west,2002,370,6800,8380,6320,6.40%
829,646,Princenhage,Breda west,2012,550,6800,8380,6320,6.40%
830,142,Princenhage,Breda west,2003,370,6800,8380,6320,6.40%
831,30,Princenhage,Breda west,2001,360,6800,8380,6320,6.40%
832,534,Princenhage,Breda west,2010,500,6800,8380,6320,6.40%
833,478,Princenhage,Breda west,2009,470,6800,8380,6320,6.40%
834,254,Princenhage,Breda west,2005,380,6800,8380,6320,6.40%
835,758,Princenhage,Breda west,2014,630,6800,8380,6320,6.40%
836,422,Princenhage,Breda west,2008,450,6800,8380,6320,6.40%
837,814,Princenhage,Breda west,2015,630,6800,8380,6320,6.40%
838,310,Princenhage,Breda west,2006,410,6800,8380,6320,6.40%
839,366,Princenhage,Breda west,2007,430,6800,8380,6320,6.40%
840,443,Prinsenbeek,Prinsenbeek,2008,570,8600,10650,8011,"2,5%"
841,331,Prinsenbeek,Prinsenbeek,2006,480,8600,10650,8011,"2,5%"
842,891,Prinsenbeek,Prinsenbeek,2016,780,8600,10650,8011,"2,5%"
843,107,Prinsenbeek,Prinsenbeek,2002,410,8600,10650,8011,"2,5%"
844,667,Prinsenbeek,Prinsenbeek,2012,650,8600,10650,8011,"2,5%"
845,387,Prinsenbeek,Prinsenbeek,2007,530,8600,10650,8011,"2,5%"
846,1115,Prinsenbeek,Prinsenbeek,2020,880,8600,10650,8011,"2,5%"
847,611,Prinsenbeek,Prinsenbeek,2011,620,8600,10650,8011,"2,5%"
848,555,Prinsenbeek,Prinsenbeek,2010,590,8600,10650,8011,"2,5%"
849,947,Prinsenbeek,Prinsenbeek,2017,810,8600,10650,8011,"2,5%"
850,1059,Prinsenbeek,Prinsenbeek,2019,860,8600,10650,8011,"2,5%"
851,723,Prinsenbeek,Prinsenbeek,2013,710,8600,10650,8011,"2,5%"
852,219,Prinsenbeek,Prinsenbeek,2004,440,8600,10650,8011,"2,5%"
853,499,Prinsenbeek,Prinsenbeek,2009,580,8600,10650,8011,"2,5%"
854,275,Prinsenbeek,Prinsenbeek,2005,460,8600,10650,8011,"2,5%"
855,1003,Prinsenbeek,Prinsenbeek,2018,810,8600,10650,8011,"2,5%"
856,163,Prinsenbeek,Prinsenbeek,2003,420,8600,10650,8011,"2,5%"
857,779,Prinsenbeek,Prinsenbeek,2014,730,8600,10650,8011,"2,5%"
858,1171,Prinsenbeek,Prinsenbeek,2021,950,8600,10650,8011,"2,5%"
859,51,Prinsenbeek,Prinsenbeek,2001,410,8600,10650,8011,"2,5%"
860,835,Prinsenbeek,Prinsenbeek,2015,750,8600,10650,8011,"2,5%"
861,642,Ruitersbos,Breda zuid,2012,220,1900,2415,1560,
862,138,Ruitersbos,Breda zuid,2003,140,1900,2415,1560,
863,922,Ruitersbos,Breda zuid,2017,310,1900,2415,1560,
864,26,Ruitersbos,Breda zuid,2001,130,1900,2415,1560,
865,250,Ruitersbos,Breda zuid,2005,150,1900,2415,1560,
866,810,Ruitersbos,Breda zuid,2015,250,1900,2415,1560,
867,698,Ruitersbos,Breda zuid,2013,230,1900,2415,1560,
868,474,Ruitersbos,Breda zuid,2009,190,1900,2415,1560,
869,978,Ruitersbos,Breda zuid,2018,330,1900,2415,1560,
870,82,Ruitersbos,Breda zuid,2002,140,1900,2415,1560,
871,418,Ruitersbos,Breda zuid,2008,180,1900,2415,1560,
872,586,Ruitersbos,Breda zuid,2011,210,1900,2415,1560,
873,530,Ruitersbos,Breda zuid,2010,200,1900,2415,1560,
874,866,Ruitersbos,Breda zuid,2016,270,1900,2415,1560,
875,754,Ruitersbos,Breda zuid,2014,220,1900,2415,1560,
876,1034,Ruitersbos,Breda zuid,2019,340,1900,2415,1560,
877,1146,Ruitersbos,Breda zuid,2021,360,1900,2415,1560,
878,194,Ruitersbos,Breda zuid,2004,140,1900,2415,1560,
879,1090,Ruitersbos,Breda zuid,2020,350,1900,2415,1560,
880,306,Ruitersbos,Breda zuid,2006,160,1900,2415,1560,
881,362,Ruitersbos,Breda zuid,2007,170,1900,2415,1560,
882,507,Schorsmolen,Breda centrum,2010,230,3000,2905,2950,
883,563,Schorsmolen,Breda centrum,2011,250,3000,2905,2950,
884,171,Schorsmolen,Breda centrum,2004,190,3000,2905,2950,
885,619,Schorsmolen,Breda centrum,2012,260,3000,2905,2950,
886,451,Schorsmolen,Breda centrum,2009,220,3000,2905,2950,
887,227,Schorsmolen,Breda centrum,2005,190,3000,2905,2950,
888,955,Schorsmolen,Breda centrum,2018,360,3000,2905,2950,
889,1123,Schorsmolen,Breda centrum,2021,430,3000,2905,2950,
890,3,Schorsmolen,Breda centrum,2001,190,3000,2905,2950,
891,115,Schorsmolen,Breda centrum,2003,190,3000,2905,2950,
892,787,Schorsmolen,Breda centrum,2015,300,3000,2905,2950,
893,843,Schorsmolen,Breda centrum,2016,310,3000,2905,2950,
894,339,Schorsmolen,Breda centrum,2007,210,3000,2905,2950,
895,395,Schorsmolen,Breda centrum,2008,230,3000,2905,2950,
896,1067,Schorsmolen,Breda centrum,2020,410,3000,2905,2950,
897,899,Schorsmolen,Breda centrum,2017,320,3000,2905,2950,
898,59,Schorsmolen,Breda centrum,2002,190,3000,2905,2950,
899,283,Schorsmolen,Breda centrum,2006,200,3000,2905,2950,
900,675,Schorsmolen,Breda centrum,2013,270,3000,2905,2950,
901,731,Schorsmolen,Breda centrum,2014,290,3000,2905,2950,
902,1011,Schorsmolen,Breda centrum,2019,380,3000,2905,2950,
903,687,Sportpark,Breda oost,2013,390,2500,3410,2480,
904,295,Sportpark,Breda oost,2006,220,2500,3410,2480,
905,799,Sportpark,Breda oost,2015,450,2500,3410,2480,
906,1023,Sportpark,Breda oost,2019,510,2500,3410,2480,
907,239,Sportpark,Breda oost,2005,200,2500,3410,2480,
908,1079,Sportpark,Breda oost,2020,520,2500,3410,2480,
909,463,Sportpark,Breda oost,2009,320,2500,3410,2480,
910,183,Sportpark,Breda oost,2004,170,2500,3410,2480,
911,967,Sportpark,Breda oost,2018,490,2500,3410,2480,
912,351,Sportpark,Breda oost,2007,250,2500,3410,2480,
913,743,Sportpark,Breda oost,2014,410,2500,3410,2480,
914,519,Sportpark,Breda oost,2010,330,2500,3410,2480,
915,15,Sportpark,Breda oost,2001,150,2500,3410,2480,
916,71,Sportpark,Breda oost,2002,160,2500,3410,2480,
917,575,Sportpark,Breda oost,2011,360,2500,3410,2480,
918,127,Sportpark,Breda oost,2003,160,2500,3410,2480,
919,407,Sportpark,Breda oost,2008,280,2500,3410,2480,
920,1135,Sportpark,Breda oost,2021,560,2500,3410,2480,
921,631,Sportpark,Breda oost,2012,350,2500,3410,2480,
922,911,Sportpark,Breda oost,2017,460,2500,3410,2480,
923,855,Sportpark,Breda oost,2016,450,2500,3410,2480,
924,564,Station,Breda centrum,2011,220,2000,2080,2050,
925,340,Station,Breda centrum,2007,150,2000,2080,2050,
926,844,Station,Breda centrum,2016,370,2000,2080,2050,
927,1068,Station,Breda centrum,2020,530,2000,2080,2050,
928,508,Station,Breda centrum,2010,200,2000,2080,2050,
929,788,Station,Breda centrum,2015,360,2000,2080,2050,
930,116,Station,Breda centrum,2003,130,2000,2080,2050,
931,60,Station,Breda centrum,2002,130,2000,2080,2050,
932,956,Station,Breda centrum,2018,540,2000,2080,2050,
933,172,Station,Breda centrum,2004,130,2000,2080,2050,
934,4,Station,Breda centrum,2001,140,2000,2080,2050,
935,900,Station,Breda centrum,2017,470,2000,2080,2050,
936,452,Station,Breda centrum,2009,180,2000,2080,2050,
937,228,Station,Breda centrum,2005,130,2000,2080,2050,
938,1124,Station,Breda centrum,2021,570,2000,2080,2050,
939,676,Station,Breda centrum,2013,290,2000,2080,2050,
940,1012,Station,Breda centrum,2019,560,2000,2080,2050,
941,732,Station,Breda centrum,2014,310,2000,2080,2050,
942,620,Station,Breda centrum,2012,260,2000,2080,2050,
943,284,Station,Breda centrum,2006,140,2000,2080,2050,
944,396,Station,Breda centrum,2008,150,2000,2080,2050,
945,986,Steenakker,Breda west,2018,330,400,240,430,
946,818,Steenakker,Breda west,2015,190,400,240,430,
947,202,Steenakker,Breda west,2004,100,400,240,430,
948,314,Steenakker,Breda west,2006,140,400,240,430,
949,426,Steenakker,Breda west,2008,170,400,240,430,
950,370,Steenakker,Breda west,2007,150,400,240,430,
951,482,Steenakker,Breda west,2009,190,400,240,430,
952,258,Steenakker,Breda west,2005,120,400,240,430,
953,538,Steenakker,Breda west,2010,190,400,240,430,
954,930,Steenakker,Breda west,2017,220,400,240,430,
955,650,Steenakker,Breda west,2012,190,400,240,430,
956,146,Steenakker,Breda west,2003,80,400,240,430,
957,594,Steenakker,Breda west,2011,190,400,240,430,
958,1042,Steenakker,Breda west,2019,300,400,240,430,
959,90,Steenakker,Breda west,2002,60,400,240,430,
960,706,Steenakker,Breda west,2013,200,400,240,430,
961,874,Steenakker,Breda west,2016,190,400,240,430,
962,1154,Steenakker,Breda west,2021,300,400,240,430,
963,34,Steenakker,Breda west,2001,40,400,240,430,
964,1098,Steenakker,Breda west,2020,290,400,240,430,
965,762,Steenakker,Breda west,2014,200,400,240,430,
966,1061,Teteringen,Tetrigen,2019,610,5585,8285,5680,"1,0%"
967,893,Teteringen,Tetrigen,2016,480,5585,8285,5680,"1,0%"
968,1117,Teteringen,Tetrigen,2020,630,5585,8285,5680,"1,0%"
969,445,Teteringen,Tetrigen,2008,310,5585,8285,5680,"1,0%"
970,781,Teteringen,Tetrigen,2014,440,5585,8285,5680,"1,0%"
971,277,Teteringen,Tetrigen,2005,260,5585,8285,5680,"1,0%"
972,613,Teteringen,Tetrigen,2011,390,5585,8285,5680,"1,0%"
973,837,Teteringen,Tetrigen,2015,460,5585,8285,5680,"1,0%"
974,389,Teteringen,Tetrigen,2007,280,5585,8285,5680,"1,0%"
975,1005,Teteringen,Tetrigen,2018,560,5585,8285,5680,"1,0%"
976,109,Teteringen,Tetrigen,2002,220,5585,8285,5680,"1,0%"
977,1173,Teteringen,Tetrigen,2021,680,5585,8285,5680,"1,0%"
978,221,Teteringen,Tetrigen,2004,230,5585,8285,5680,"1,0%"
979,333,Teteringen,Tetrigen,2006,270,5585,8285,5680,"1,0%"
980,53,Teteringen,Tetrigen,2001,210,5585,8285,5680,"1,0%"
981,949,Teteringen,Tetrigen,2017,510,5585,8285,5680,"1,0%"
982,557,Teteringen,Tetrigen,2010,350,5585,8285,5680,"1,0%"
983,669,Teteringen,Tetrigen,2012,400,5585,8285,5680,"1,0%"
984,165,Teteringen,Tetrigen,2003,230,5585,8285,5680,"1,0%"
985,725,Teteringen,Tetrigen,2013,420,5585,8285,5680,"1,0%"
986,501,Teteringen,Tetrigen,2009,330,5585,8285,5680,"1,0%"
987,813,Tuinzigt,Breda west,2015,630,5900,7650,6440,
988,309,Tuinzigt,Breda west,2006,390,5900,7650,6440,
989,1149,Tuinzigt,Breda west,2021,860,5900,7650,6440,
990,869,Tuinzigt,Breda west,2016,630,5900,7650,6440,
991,365,Tuinzigt,Breda west,2007,430,5900,7650,6440,
992,85,Tuinzigt,Breda west,2002,310,5900,7650,6440,
993,1037,Tuinzigt,Breda west,2019,800,5900,7650,6440,
994,701,Tuinzigt,Breda west,2013,620,5900,7650,6440,
995,757,Tuinzigt,Breda west,2014,620,5900,7650,6440,
996,141,Tuinzigt,Breda west,2003,310,5900,7650,6440,
997,253,Tuinzigt,Breda west,2005,340,5900,7650,6440,
998,477,Tuinzigt,Breda west,2009,520,5900,7650,6440,
999,925,Tuinzigt,Breda west,2017,660,5900,7650,6440,
1000,29,Tuinzigt,Breda west,2001,290,5900,7650,6440,
1001,589,Tuinzigt,Breda west,2011,550,5900,7650,6440,
1002,421,Tuinzigt,Breda west,2008,470,5900,7650,6440,
1003,981,Tuinzigt,Breda west,2018,720,5900,7650,6440,
1004,645,Tuinzigt,Breda west,2012,590,5900,7650,6440,
1005,1093,Tuinzigt,Breda west,2020,820,5900,7650,6440,
1006,533,Tuinzigt,Breda west,2010,520,5900,7650,6440,
1007,197,Tuinzigt,Breda west,2004,320,5900,7650,6440,
1008,329,Ulvenhout,Uvelhout,2006,260,3800,4700,3190,"2,2%"
1009,945,Ulvenhout,Uvelhout,2017,440,3800,4700,3190,"2,2%"
1010,217,Ulvenhout,Uvelhout,2004,230,3800,4700,3190,"2,2%"
1011,497,Ulvenhout,Uvelhout,2009,320,3800,4700,3190,"2,2%"
1012,161,Ulvenhout,Uvelhout,2003,220,3800,4700,3190,"2,2%"
1013,833,Ulvenhout,Uvelhout,2015,440,3800,4700,3190,"2,2%"
1014,721,Ulvenhout,Uvelhout,2013,370,3800,4700,3190,"2,2%"
1015,553,Ulvenhout,Uvelhout,2010,310,3800,4700,3190,"2,2%"
1016,1001,Ulvenhout,Uvelhout,2018,460,3800,4700,3190,"2,2%"
1017,1113,Ulvenhout,Uvelhout,2020,530,3800,4700,3190,"2,2%"
1018,609,Ulvenhout,Uvelhout,2011,340,3800,4700,3190,"2,2%"
1019,665,Ulvenhout,Uvelhout,2012,360,3800,4700,3190,"2,2%"
1020,441,Ulvenhout,Uvelhout,2008,300,3800,4700,3190,"2,2%"
1021,385,Ulvenhout,Uvelhout,2007,280,3800,4700,3190,"2,2%"
1022,49,Ulvenhout,Uvelhout,2001,210,3800,4700,3190,"2,2%"
1023,273,Ulvenhout,Uvelhout,2005,240,3800,4700,3190,"2,2%"
1024,889,Ulvenhout,Uvelhout,2016,450,3800,4700,3190,"2,2%"
1025,777,Ulvenhout,Uvelhout,2014,390,3800,4700,3190,"2,2%"
1026,1057,Ulvenhout,Uvelhout,2019,480,3800,4700,3190,"2,2%"
1027,105,Ulvenhout,Uvelhout,2002,220,3800,4700,3190,"2,2%"
1028,1169,Ulvenhout,Uvelhout,2021,560,3800,4700,3190,"2,2%"
1029,168,Valkenberg,Breda centrum,2004,180,1800,1670,1730,-0.80%
1030,224,Valkenberg,Breda centrum,2005,200,1800,1670,1730,-0.80%
1031,1120,Valkenberg,Breda centrum,2021,420,1800,1670,1730,-0.80%
1032,280,Valkenberg,Breda centrum,2006,200,1800,1670,1730,-0.80%
1033,1064,Valkenberg,Breda centrum,2020,390,1800,1670,1730,-0.80%
1034,112,Valkenberg,Breda centrum,2003,180,1800,1670,1730,-0.80%
1035,56,Valkenberg,Breda centrum,2002,190,1800,1670,1730,-0.80%
1036,0,Valkenberg,Breda centrum,2001,180,1800,1670,1730,-0.80%
1037,952,Valkenberg,Breda centrum,2018,340,1800,1670,1730,-0.80%
1038,560,Valkenberg,Breda centrum,2011,270,1800,1670,1730,-0.80%
1039,336,Valkenberg,Breda centrum,2007,210,1800,1670,1730,-0.80%
1040,840,Valkenberg,Breda centrum,2016,310,1800,1670,1730,-0.80%
1041,728,Valkenberg,Breda centrum,2014,290,1800,1670,1730,-0.80%
1042,784,Valkenberg,Breda centrum,2015,310,1800,1670,1730,-0.80%
1043,1008,Valkenberg,Breda centrum,2019,360,1800,1670,1730,-0.80%
1044,448,Valkenberg,Breda centrum,2009,240,1800,1670,1730,-0.80%
1045,504,Valkenberg,Breda centrum,2010,270,1800,1670,1730,-0.80%
1046,616,Valkenberg,Breda centrum,2012,260,1800,1670,1730,-0.80%
1047,392,Valkenberg,Breda centrum,2008,220,1800,1670,1730,-0.80%
1048,896,Valkenberg,Breda centrum,2017,320,1800,1670,1730,-0.80%
1049,672,Valkenberg,Breda centrum,2013,270,1800,1670,1730,-0.80%
1050,166,Vuchtpolder,Tetrigen,2003,10,100,90,80,"0,0%"
1051,950,Vuchtpolder,Tetrigen,2017,20,100,90,80,"0,0%"
1052,894,Vuchtpolder,Tetrigen,2016,20,100,90,80,"0,0%"
1053,1118,Vuchtpolder,Tetrigen,2020,20,100,90,80,"0,0%"
1054,670,Vuchtpolder,Tetrigen,2012,20,100,90,80,"0,0%"
1055,446,Vuchtpolder,Tetrigen,2008,10,100,90,80,"0,0%"
1056,502,Vuchtpolder,Tetrigen,2009,10,100,90,80,"0,0%"
1057,222,Vuchtpolder,Tetrigen,2004,10,100,90,80,"0,0%"
1058,614,Vuchtpolder,Tetrigen,2011,20,100,90,80,"0,0%"
1059,1174,Vuchtpolder,Tetrigen,2021,20,100,90,80,"0,0%"
1060,110,Vuchtpolder,Tetrigen,2002,10,100,90,80,"0,0%"
1061,726,Vuchtpolder,Tetrigen,2013,20,100,90,80,"0,0%"
1062,558,Vuchtpolder,Tetrigen,2010,10,100,90,80,"0,0%"
1063,278,Vuchtpolder,Tetrigen,2005,10,100,90,80,"0,0%"
1064,1062,Vuchtpolder,Tetrigen,2019,20,100,90,80,"0,0%"
1065,782,Vuchtpolder,Tetrigen,2014,20,100,90,80,"0,0%"
1066,334,Vuchtpolder,Tetrigen,2006,10,100,90,80,"0,0%"
1067,390,Vuchtpolder,Tetrigen,2007,10,100,90,80,"0,0%"
1068,838,Vuchtpolder,Tetrigen,2015,20,100,90,80,"0,0%"
1069,54,Vuchtpolder,Tetrigen,2001,0,100,90,80,"0,0%"
1070,1006,Vuchtpolder,Tetrigen,2018,20,100,90,80,"0,0%"
1071,1021,Waterdonken,Breda noord,2019,100,800,1345,930,7.10%
1072,965,Waterdonken,Breda noord,2018,80,800,1345,930,7.10%
1073,797,Waterdonken,Breda noord,2015,80,800,1345,930,7.10%
1074,853,Waterdonken,Breda noord,2016,80,800,1345,930,7.10%
1075,349,Waterdonken,Breda noord,2007,0,800,1345,930,7.10%
1076,629,Waterdonken,Breda noord,2012,40,800,1345,930,7.10%
1077,293,Waterdonken,Breda noord,2006,0,800,1345,930,7.10%
1078,573,Waterdonken,Breda noord,2011,20,800,1345,930,7.10%
1079,741,Waterdonken,Breda noord,2014,60,800,1345,930,7.10%
1080,1133,Waterdonken,Breda noord,2021,100,800,1345,930,7.10%
1081,1077,Waterdonken,Breda noord,2020,100,800,1345,930,7.10%
1082,461,Waterdonken,Breda noord,2009,0,800,1345,930,7.10%
1083,685,Waterdonken,Breda noord,2013,60,800,1345,930,7.10%
1084,405,Waterdonken,Breda noord,2008,0,800,1345,930,7.10%
1085,909,Waterdonken,Breda noord,2017,80,800,1345,930,7.10%
1086,517,Waterdonken,Breda noord,2010,10,800,1345,930,7.10%
1087,591,Westerpark,Breda west,2011,180,2700,3560,2570,-4.10%
1088,703,Westerpark,Breda west,2013,180,2700,3560,2570,-4.10%
1089,143,Westerpark,Breda west,2003,80,2700,3560,2570,-4.10%
1090,31,Westerpark,Breda west,2001,60,2700,3560,2570,-4.10%
1091,759,Westerpark,Breda west,2014,200,2700,3560,2570,-4.10%
1092,647,Westerpark,Breda west,2012,190,2700,3560,2570,-4.10%
1093,1151,Westerpark,Breda west,2021,310,2700,3560,2570,-4.10%
1094,871,Westerpark,Breda west,2016,230,2700,3560,2570,-4.10%
1095,927,Westerpark,Breda west,2017,250,2700,3560,2570,-4.10%
1096,87,Westerpark,Breda west,2002,70,2700,3560,2570,-4.10%
1097,1039,Westerpark,Breda west,2019,290,2700,3560,2570,-4.10%
1098,255,Westerpark,Breda west,2005,90,2700,3560,2570,-4.10%
1099,311,Westerpark,Breda west,2006,110,2700,3560,2570,-4.10%
1100,367,Westerpark,Breda west,2007,120,2700,3560,2570,-4.10%
1101,423,Westerpark,Breda west,2008,130,2700,3560,2570,-4.10%
1102,983,Westerpark,Breda west,2018,260,2700,3560,2570,-4.10%
1103,479,Westerpark,Breda west,2009,140,2700,3560,2570,-4.10%
1104,1095,Westerpark,Breda west,2020,300,2700,3560,2570,-4.10%
1105,815,Westerpark,Breda west,2015,220,2700,3560,2570,-4.10%
1106,199,Westerpark,Breda west,2004,80,2700,3560,2570,-4.10%
1107,535,Westerpark,Breda west,2010,170,2700,3560,2570,-4.10%
1108,122,Wisselaar,Breda noord,2003,60,3300,4290,3170,
1109,458,Wisselaar,Breda noord,2009,120,3300,4290,3170,
1110,402,Wisselaar,Breda noord,2008,100,3300,4290,3170,
1111,682,Wisselaar,Breda noord,2013,130,3300,4290,3170,
1112,1074,Wisselaar,Breda noord,2020,230,3300,4290,3170,
1113,66,Wisselaar,Breda noord,2002,60,3300,4290,3170,
1114,1018,Wisselaar,Breda noord,2019,220,3300,4290,3170,
1115,738,Wisselaar,Breda noord,2014,140,3300,4290,3170,
1116,290,Wisselaar,Breda noord,2006,80,3300,4290,3170,
1117,1130,Wisselaar,Breda noord,2021,250,3300,4290,3170,
1118,906,Wisselaar,Breda noord,2017,180,3300,4290,3170,
1119,570,Wisselaar,Breda noord,2011,120,3300,4290,3170,
1120,850,Wisselaar,Breda noord,2016,160,3300,4290,3170,
1121,346,Wisselaar,Breda noord,2007,90,3300,4290,3170,
1122,962,Wisselaar,Breda noord,2018,200,3300,4290,3170,
1123,514,Wisselaar,Breda noord,2010,110,3300,4290,3170,
1124,626,Wisselaar,Breda noord,2012,120,3300,4290,3170,
1125,794,Wisselaar,Breda noord,2015,170,3300,4290,3170,
1126,10,Wisselaar,Breda noord,2001,60,3300,4290,3170,
1127,234,Wisselaar,Breda noord,2005,60,3300,4290,3170,
1128,178,Wisselaar,Breda noord,2004,60,3300,4290,3170,
1129,749,Ypelaar,Breda zuid-oost,2014,390,4700,5570,4170,-5.70%
1130,1029,Ypelaar,Breda zuid-oost,2019,490,4700,5570,4170,-5.70%
1131,301,Ypelaar,Breda zuid-oost,2006,230,4700,5570,4170,-5.70%
1132,357,Ypelaar,Breda zuid-oost,2007,250,4700,5570,4170,-5.70%
1133,805,Ypelaar,Breda zuid-oost,2015,420,4700,5570,4170,-5.70%
1134,21,Ypelaar,Breda zuid-oost,2001,190,4700,5570,4170,-5.70%
1135,77,Ypelaar,Breda zuid-oost,2002,200,4700,5570,4170,-5.70%
1136,413,Ypelaar,Breda zuid-oost,2008,280,4700,5570,4170,-5.70%
1137,861,Ypelaar,Breda zuid-oost,2016,410,4700,5570,4170,-5.70%
1138,693,Ypelaar,Breda zuid-oost,2013,370,4700,5570,4170,-5.70%
1139,189,Ypelaar,Breda zuid-oost,2004,190,4700,5570,4170,-5.70%
1140,245,Ypelaar,Breda zuid-oost,2005,210,4700,5570,4170,-5.70%
1141,133,Ypelaar,Breda zuid-oost,2003,190,4700,5570,4170,-5.70%
1142,917,Ypelaar,Breda zuid-oost,2017,420,4700,5570,4170,-5.70%
1143,525,Ypelaar,Breda zuid-oost,2010,300,4700,5570,4170,-5.70%
1144,973,Ypelaar,Breda zuid-oost,2018,470,4700,5570,4170,-5.70%
1145,581,Ypelaar,Breda zuid-oost,2011,320,4700,5570,4170,-5.70%
1146,469,Ypelaar,Breda zuid-oost,2009,290,4700,5570,4170,-5.70%
1147,637,Ypelaar,Breda zuid-oost,2012,350,4700,5570,4170,-5.70%
1148,1141,Ypelaar,Breda zuid-oost,2021,530,4700,5570,4170,-5.70%
1149,1085,Ypelaar,Breda zuid-oost,2020,500,4700,5570,4170,-5.70%
1150,800,Zandberg,Breda oost,2015,760,3900,5155,4020,2.00%
1151,352,Zandberg,Breda oost,2007,520,3900,5155,4020,2.00%
1152,968,Zandberg,Breda oost,2018,840,3900,5155,4020,2.00%
1153,520,Zandberg,Breda oost,2010,620,3900,5155,4020,2.00%
1154,16,Zandberg,Breda oost,2001,480,3900,5155,4020,2.00%
1155,632,Zandberg,Breda oost,2012,690,3900,5155,4020,2.00%
1156,688,Zandberg,Breda oost,2013,700,3900,5155,4020,2.00%
1157,1024,Zandberg,Breda oost,2019,860,3900,5155,4020,2.00%
1158,128,Zandberg,Breda oost,2003,470,3900,5155,4020,2.00%
1159,856,Zandberg,Breda oost,2016,750,3900,5155,4020,2.00%
1160,240,Zandberg,Breda oost,2005,490,3900,5155,4020,2.00%
1161,1080,Zandberg,Breda oost,2020,900,3900,5155,4020,2.00%
1162,296,Zandberg,Breda oost,2006,500,3900,5155,4020,2.00%
1163,744,Zandberg,Breda oost,2014,720,3900,5155,4020,2.00%
1164,464,Zandberg,Breda oost,2009,610,3900,5155,4020,2.00%
1165,1136,Zandberg,Breda oost,2021,950,3900,5155,4020,2.00%
1166,184,Zandberg,Breda oost,2004,470,3900,5155,4020,2.00%
1167,408,Zandberg,Breda oost,2008,560,3900,5155,4020,2.00%
1168,72,Zandberg,Breda oost,2002,450,3900,5155,4020,2.00%
1169,912,Zandberg,Breda oost,2017,800,3900,5155,4020,2.00%
1170,576,Zandberg,Breda oost,2011,660,3900,5155,4020,2.00%
