year,latitude,longitude,cbs_grid_code,date,green_score,livability_score,neighborhood_name,TotalHouses,Population
2018,51.555566998,4.7998063011,E1142N3964,2018-09-01,37.5,2.513115162480829,Ulvenhout,83253,4630
2018,51.54902043,4.8019175419,E1144N3957,2018-09-01,29.333333333333332,2.3261712221637096,Ulvenhout,83253,4630
2018,51.553392234,4.7955332761,E1139N3962,2018-09-01,14.166666666666666,2.3669334787860947,Ulvenhout,83253,4630
2018,51.554706957,4.7967534675,E1140N3963,2018-09-01,33.0,2.3708232866288217,Ulvenhout,83253,4630
2018,51.551954621,4.7988322332,E1141N3960,2018-09-01,34.166666666666664,2.334284521128021,Ulvenhout,83253,4630
2018,51.5425954,4.7952144,E1139N3950,2018-09-01,28.666666666666668,2.363023336916122,Ulvenhout,83253,4630
2018,51.5479699,4.7983557,E1141N3956,2018-09-01,21.0,2.3354406594850485,Ulvenhout,83253,4630
2018,51.5513738,4.7974612,E1140N3959,2018-09-01,9.666666666666666,2.2758839439852308,Ulvenhout,83253,4630
2018,51.552007215,4.7971817034,E1140N3960,2018-09-01,10.5,2.3092582687854666,Ulvenhout,83253,4630
2018,51.5515127,4.7973719,E1140N3960,2018-09-01,15.666666666666666,2.3092582687854666,Ulvenhout,83253,4630
2018,51.548484711,4.798271111,E1141N3956,2018-09-01,28.666666666666668,2.3354406594850485,Ulvenhout,83253,4630
2018,51.552601418,4.796519812,E1140N3961,2018-09-01,27.5,2.3568986194957784,Ulvenhout,83253,4630
2018,51.542721062,4.7951690962,E1139N3950,2018-09-01,29.166666666666668,2.363023336916122,Ulvenhout,83253,4630
2018,51.549590571,4.7982873369,E1141N3957,2018-09-01,11.666666666666666,2.2900571699173544,Ulvenhout,83253,4630
2018,51.54480581,4.7964598775,E1140N3952,2018-09-01,30.0,2.3592859088326463,Ulvenhout,83253,4630
2018,51.546928154,4.8094775498,E1149N3954,2018-09-01,43.666666666666664,2.337305922102561,Ulvenhout,83253,4630
2018,51.54823916,4.8063503524,E1147N3956,2018-09-01,23.166666666666668,2.444829088692998,Ulvenhout,83253,4630
2018,51.54863551,4.8042661764,E1145N3956,2018-09-01,26.833333333333332,2.358480866555888,Ulvenhout,83253,4630
2018,51.545278417,4.79673166,E1140N3953,2018-09-01,30.0,2.3492503462383523,Ulvenhout,83253,4630
2018,51.543258395,4.7953826252,E1139N3950,2018-09-01,39.5,2.363023336916122,Ulvenhout,83253,4630
2018,51.552112917,4.7969774207,E1140N3960,2018-09-01,8.666666666666666,2.3092582687854666,Ulvenhout,83253,4630
2018,51.550771519,4.7976843922,E1141N3959,2018-09-01,8.833333333333334,2.274317065442065,Ulvenhout,83253,4630
2018,51.548314286,4.7983279787,E1141N3956,2018-09-01,34.333333333333336,2.3354406594850485,Ulvenhout,83253,4630
2018,51.546838769,4.8093216999,E1149N3954,2018-09-01,51.0,2.337305922102561,Ulvenhout,83253,4630
2018,51.548672223,4.8039111157,E1145N3956,2018-09-01,33.5,2.358480866555888,Ulvenhout,83253,4630
2018,51.548425994,4.8053234067,E1146N3956,2018-09-01,28.333333333333332,2.439735600895799,Ulvenhout,83253,4630
2018,51.547341078,4.8076856904,E1148N3955,2018-09-01,46.333333333333336,2.3709029101639425,Ulvenhout,83253,4630
2018,51.553244818,4.7956356202,E1139N3961,2018-09-01,11.666666666666666,2.3587746649898027,Ulvenhout,83253,4630
2018,51.547174689,4.7981215108,E1141N3955,2018-09-01,24.0,2.315439098151326,Ulvenhout,83253,4630
2018,51.546784681,4.7980003619,E1141N3954,2018-09-01,25.333333333333332,2.336654214730563,Ulvenhout,83253,4630
2018,51.552674295,4.7968090505,E1140N3961,2018-09-01,25.833333333333332,2.3568986194957784,Ulvenhout,83253,4630
2018,51.548503098,4.8049724507,E1146N3956,2018-09-01,25.666666666666668,2.439735600895799,Ulvenhout,83253,4630
2018,51.544292396,4.795958854,E1139N3952,2018-09-01,41.166666666666664,2.354798394605443,Ulvenhout,83253,4630
2018,51.548103231,4.8068296339,E1147N3956,2018-09-01,32.0,2.444829088692998,Ulvenhout,83253,4630
2018,51.547404169,4.8105137397,E1149N3955,2018-09-01,30.0,2.362685475479711,Ulvenhout,83253,4630
2018,51.552933728,4.7987953244,E1141N3961,2018-09-01,30.0,2.3603382209963666,Ulvenhout,83253,4630
2018,51.549566786,4.7984654185,E1141N3957,2018-09-01,10.333333333333334,2.2900571699173544,Ulvenhout,83253,4630
2018,51.553703034,4.7953529853,E1139N3962,2018-09-01,20.333333333333332,2.3669334787860947,Ulvenhout,83253,4630
2018,51.553105818,4.7957488945,E1139N3961,2018-09-01,9.666666666666666,2.3587746649898027,Ulvenhout,83253,4630
2018,51.5479979,4.7984637,E1141N3956,2018-09-01,33.833333333333336,2.3354406594850485,Ulvenhout,83253,4630
2018,51.54575834,4.7972897509,E1140N3953,2018-09-01,42.0,2.3492503462383523,Ulvenhout,83253,4630
2018,51.55100744,4.7976071056,E1141N3959,2018-09-01,7.0,2.274317065442065,Ulvenhout,83253,4630
2018,51.548539655,4.8047965734,E1146N3956,2018-09-01,25.666666666666668,2.439735600895799,Ulvenhout,83253,4630
2018,51.549447335,4.7995117119,E1142N3957,2018-09-01,12.0,2.330870293185223,Ulvenhout,83253,4630
2018,51.549425895,4.7996900383,E1142N3957,2018-09-01,17.666666666666668,2.330870293185223,Ulvenhout,83253,4630
2018,51.541782565,4.7950464551,E1139N3949,2018-09-01,18.166666666666668,2.3917017443423045,Ulvenhout,83253,4630
2018,51.553153408,4.7958169532,E1139N3961,2018-09-01,12.0,2.3587746649898027,Ulvenhout,83253,4630
2018,51.549362127,4.8000436607,E1142N3957,2018-09-01,22.666666666666668,2.330870293185223,Ulvenhout,83253,4630
2018,51.547551441,4.8073950543,E1147N3955,2018-09-01,32.333333333333336,2.376593013038588,Ulvenhout,83253,4630
2018,51.544,4.79575,E1139N3951,2018-09-01,47.0,2.3646038804315825,Ulvenhout,83253,4630
2018,51.549971523,4.7979032855,E1141N3958,2018-09-01,11.333333333333334,2.2924466542805044,Ulvenhout,83253,4630
2018,51.54834889,4.8056743628,E1146N3956,2018-09-01,30.833333333333332,2.439735600895799,Ulvenhout,83253,4630
2018,51.54817055,4.8065159554,E1147N3956,2018-09-01,23.833333333333332,2.444829088692998,Ulvenhout,83253,4630
2018,51.547439474,4.8075355615,E1147N3955,2018-09-01,47.333333333333336,2.376593013038588,Ulvenhout,83253,4630
2018,51.545974322,4.7975591236,E1140N3953,2018-09-01,21.666666666666668,2.3492503462383523,Ulvenhout,83253,4630
2018,51.552668427,4.7988350562,E1141N3961,2018-09-01,33.666666666666664,2.3603382209963666,Ulvenhout,83253,4630
2018,51.547017538,4.8096333997,E1149N3954,2018-09-01,33.666666666666664,2.337305922102561,Ulvenhout,83253,4630
2018,51.552389963,4.7966998774,E1140N3961,2018-09-01,22.666666666666668,2.3568986194957784,Ulvenhout,83253,4630
2018,51.542069829,4.7950571734,E1139N3949,2018-09-01,25.5,2.3917017443423045,Ulvenhout,83253,4630
2018,51.546971189,4.8083622178,E1148N3954,2018-09-01,30.666666666666668,2.3240723451892955,Ulvenhout,83253,4630
2018,51.5488868,4.8028056457,E1144N3957,2018-09-01,26.5,2.3261712221637096,Ulvenhout,83253,4630
2018,51.547519379,4.7982230217,E1141N3955,2018-09-01,13.0,2.315439098151326,Ulvenhout,83253,4630
2018,51.551664778,4.7972762388,E1140N3960,2018-09-01,15.666666666666666,2.3092582687854666,Ulvenhout,83253,4630
2018,51.548863614,4.8029838064,E1144N3957,2018-09-01,30.166666666666668,2.3261712221637096,Ulvenhout,83253,4630
2018,51.548685562,4.8035539737,E1145N3956,2018-09-01,32.0,2.358480866555888,Ulvenhout,83253,4630
2018,51.552234011,4.7961839431,E1140N3960,2018-09-01,28.666666666666668,2.3092582687854666,Ulvenhout,83253,4630
2018,51.549467012,4.7993331297,E1142N3957,2018-09-01,12.833333333333334,2.330870293185223,Ulvenhout,83253,4630
2018,51.551579763,4.7980868334,E1141N3960,2018-09-01,24.5,2.334284521128021,Ulvenhout,83253,4630
2018,51.548310338,4.8058498408,E1146N3956,2018-09-01,28.5,2.439735600895799,Ulvenhout,83253,4630
2018,51.555372085,4.7991145862,E1142N3964,2018-09-01,36.166666666666664,2.513115162480829,Ulvenhout,83253,4630
2018,51.545016882,4.7965856801,E1140N3952,2018-09-01,30.5,2.3592859088326463,Ulvenhout,83253,4630
2018,51.548958489,4.802271489,E1144N3957,2018-09-01,34.0,2.3261712221637096,Ulvenhout,83253,4630
2018,51.547048987,4.8082002722,E1148N3955,2018-09-01,30.0,2.3709029101639425,Ulvenhout,83253,4630
2018,51.552286008,4.7963559173,E1140N3960,2018-09-01,25.333333333333332,2.3092582687854666,Ulvenhout,83253,4630
2018,51.546409719,4.7978763472,E1141N3954,2018-09-01,20.333333333333332,2.336654214730563,Ulvenhout,83253,4630
2018,51.552840824,4.7975411196,E1141N3961,2018-09-01,13.833333333333334,2.3603382209963666,Ulvenhout,83253,4630
2018,51.54923,4.80075,E1143N3957,2018-09-01,26.833333333333332,2.332621381825773,Ulvenhout,83253,4630
2018,51.5414435,4.7949275,E1139N3948,2018-09-01,22.666666666666668,2.4104636349095427,Ulvenhout,83253,4630
2018,51.55405682,4.7952313821,E1139N3962,2018-09-01,38.333333333333336,2.3669334787860947,Ulvenhout,83253,4630
2018,51.5481,4.80665,E1147N3956,2018-09-01,29.0,2.444829088692998,Ulvenhout,83253,4630
2018,51.544245445,4.7960103152,E1139N3951,2018-09-01,35.333333333333336,2.3646038804315825,Ulvenhout,83253,4630
2018,51.543748043,4.7956060247,E1139N3951,2018-09-01,42.166666666666664,2.3646038804315825,Ulvenhout,83253,4630
2018,51.553857238,4.7952607899,E1139N3962,2018-09-01,27.166666666666668,2.3669334787860947,Ulvenhout,83253,4630
2018,51.551538452,4.7975494299,E1141N3960,2018-09-01,13.333333333333334,2.334284521128021,Ulvenhout,83253,4630
2018,51.548840429,4.8031619671,E1144N3957,2018-09-01,23.0,2.3261712221637096,Ulvenhout,83253,4630
2018,51.552489093,4.7988241875,E1141N3961,2018-09-01,21.0,2.3603382209963666,Ulvenhout,83253,4630
2018,51.554755668,4.7969264009,E1140N3963,2018-09-01,35.0,2.3708232866288217,Ulvenhout,83253,4630
2018,51.549506367,4.7989759653,E1142N3957,2018-09-01,21.666666666666668,2.330870293185223,Ulvenhout,83253,4630
2018,51.546565024,4.7979661063,E1141N3954,2018-09-01,21.833333333333332,2.336654214730563,Ulvenhout,83253,4630
2018,51.552867368,4.7978994638,E1141N3961,2018-09-01,25.5,2.3603382209963666,Ulvenhout,83253,4630
2018,51.552130425,4.79880245,E1141N3960,2018-09-01,24.0,2.334284521128021,Ulvenhout,83253,4630
2018,51.546023521,4.7975321276,E1140N3953,2018-09-01,20.0,2.3492503462383523,Ulvenhout,83253,4630
2018,51.5492633,4.7980414,E1141N3957,2018-09-01,20.0,2.2900571699173544,Ulvenhout,83253,4630
2018,51.55359622,4.7955105751,E1139N3962,2018-09-01,21.166666666666668,2.3669334787860947,Ulvenhout,83253,4630
2018,51.549440253,4.798010313,E1141N3957,2018-09-01,6.333333333333333,2.2900571699173544,Ulvenhout,83253,4630
2018,51.5490074,4.7980967,E1141N3957,2018-09-01,17.5,2.2900571699173544,Ulvenhout,83253,4630
2018,51.552603828,4.7966437837,E1140N3961,2018-09-01,26.0,2.3568986194957784,Ulvenhout,83253,4630
2018,51.551815733,4.7971789397,E1140N3960,2018-09-01,11.666666666666666,2.3092582687854666,Ulvenhout,83253,4630
2018,51.5541462,4.7950881,E1139N3962,2018-09-01,38.166666666666664,2.3669334787860947,Ulvenhout,83253,4630
2018,51.54230608,4.7951706626,E1139N3949,2018-09-01,23.833333333333332,2.3917017443423045,Ulvenhout,83253,4630
2018,51.551600367,4.7982649229,E1141N3960,2018-09-01,26.5,2.334284521128021,Ulvenhout,83253,4630
2018,51.550688573,4.7977809301,E1141N3959,2018-09-01,8.0,2.274317065442065,Ulvenhout,83253,4630
2018,51.548431095,4.7983521845,E1141N3956,2018-09-01,30.333333333333332,2.3354406594850485,Ulvenhout,83253,4630
2018,51.555713183,4.8003250873,E1142N3964,2018-09-01,39.166666666666664,2.513115162480829,Ulvenhout,83253,4630
2018,51.543147907,4.7954054101,E1139N3950,2018-09-01,35.333333333333336,2.363023336916122,Ulvenhout,83253,4630
2018,51.5525334,4.7964785,E1140N3961,2018-09-01,26.833333333333332,2.3568986194957784,Ulvenhout,83253,4630
2018,51.548667462,4.8040893774,E1145N3956,2018-09-01,32.0,2.358480866555888,Ulvenhout,83253,4630
2018,51.544146198,4.795854427,E1139N3951,2018-09-01,39.5,2.3646038804315825,Ulvenhout,83253,4630
2018,51.549291448,4.7981006073,E1141N3957,2018-09-01,13.5,2.2900571699173544,Ulvenhout,83253,4630
2018,51.546893392,4.8085241633,E1148N3954,2018-09-01,27.666666666666668,2.3240723451892955,Ulvenhout,83253,4630
2018,51.545278646,4.7968318404,E1140N3953,2018-09-01,30.666666666666668,2.3492503462383523,Ulvenhout,83253,4630
2018,51.551640766,4.7984399849,E1141N3960,2018-09-01,32.0,2.334284521128021,Ulvenhout,83253,4630
