AntwoordKey,Antwoordoptie,Antwoordomschrijving
-1,Onbekend,Onbekend
1089,3,Bouwkavel zelf ontwikkelen en bouwen (particulier)
1090,4,Bouwkavel met groep ontwikkelen en bouwen (collectief)
1091,5,Geen voorkeur voor bestaand of nieuwbouw
1092,6,Kluswoning
1093,7,"Iets anders, namelijk:"
1094,8,Weet nog niet/geen voorkeur
1095,,
1096,3,Vaker overlast
1097,1,Geen overlast
1098,2,Soms overlast
1099,3,komt (bijna) nooit voor
1100,6,weet niet/geen mening
1101,3,niet tevreden/niet ontevreden
1102,2,tevreden
1103,1,zeer tevreden
1104,4,ontevreden
1105,56,Leeftijd
1106,1,Ja
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,,
1116,,
1117,,
1118,,
1119,,
1120,,
1121,,
1122,,
1123,,
1124,,
1125,,
1126,,
1127,,
1128,,
1129,,
1130,,
1131,1,"ja, (bijna) geen problemen"
1132,2,"redelijk, enkele problemen"
1133,3,"slecht, veel problemen"
1134,4,niet van toepassing
1135,1,"ja, (bijna) geen problemen"
1136,2,"redelijk, enkele problemen"
1137,3,"slecht, veel problemen"
1138,4,niet van toepassing
1139,1,"ja, (bijna) geen problemen"
1140,0,Nee
1141,2,"redelijk, enkele problemen"
1142,3,"slecht, veel problemen"
1143,4,niet van toepassing
1144,1,"ja, (bijna) geen problemen"
1145,2,"redelijk, enkele problemen"
1146,3,"slecht, veel problemen"
1147,4,niet van toepassing
1148,1,"ja, (bijna) geen problemen"
1149,2,"redelijk, enkele problemen"
1150,3,"slecht, veel problemen"
1151,4,niet van toepassing
1152,1,"ja, (bijna) geen problemen"
1153,2,"redelijk, enkele problemen"
1154,3,"slecht, veel problemen"
1155,4,niet van toepassing
1156,1,"ja, (bijna) geen problemen"
1157,2,"redelijk, enkele problemen"
1158,3,"slecht, veel problemen"
1159,4,niet van toepassing
1160,1,"ja, (bijna) geen problemen"
1161,2,"redelijk, enkele problemen"
1162,3,"slecht, veel problemen"
1163,4,niet van toepassing
1164,1,"ja, (bijna) geen problemen"
1165,2,"redelijk, enkele problemen"
1166,3,"slecht, veel problemen"
1167,4,niet van toepassing
1168,1,"ja, zeker"
1169,2,waarschijnlijk wel
1170,3,nee
1171,4,weet niet/niet van toepassing
1172,1,"ja, zeker"
1173,2,waarschijnlijk wel
1174,3,nee
1175,4,weet niet/niet van toepassing
1176,1,"ja, zeker"
1177,2,waarschijnlijk wel
1178,3,nee
1179,4,weet niet/niet van toepassing
1180,1,(vrijwel) altijd
1181,2,vaak wel
1182,3,soms
1183,4,nee
1184,1,(vrijwel) altijd
1185,2,vaak wel
1186,3,soms
1187,4,nee
1188,1,(vrijwel) altijd
1189,2,vaak wel
1190,3,soms
1191,4,nee
1192,1,(vrijwel) altijd
1193,2,vaak wel
1194,3,soms
1195,4,nee
1196,1,(vrijwel) altijd
1197,2,vaak wel
1198,3,soms
1199,4,nee
1200,1,(vrijwel) altijd
1201,2,vaak wel
1202,3,soms
1203,4,nee
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
1212,,
1213,,
1214,1,Ja
1215,2,Nee
1216,3,Weet niet/geen mening
1217,1,Ja
1218,2,Nee
1219,3,Weet niet/geen mening
1220,1,heb ik gedaan
1221,2,"nog niet gedaan, maar ben ik wel toe bereid"
1222,3,niet gedaan en wil ik ook niet doen
1223,4,weet (nog) niet
1224,1,heb ik gedaan
1225,2,"nog niet gedaan, maar ben ik wel toe bereid"
1226,3,niet gedaan en wil ik ook niet doen
1227,4,weet (nog) niet
1228,1,heb ik gedaan
1229,2,"nog niet gedaan, maar ben ik wel toe bereid"
1230,3,niet gedaan en wil ik ook niet doen
1231,4,weet (nog) niet
1232,1,heb ik gedaan
1233,2,"nog niet gedaan, maar ben ik wel toe bereid"
1234,3,niet gedaan en wil ik ook niet doen
1235,4,weet (nog) niet
1236,1,heb ik gedaan
1237,2,"nog niet gedaan, maar ben ik wel toe bereid"
1238,3,niet gedaan en wil ik ook niet doen
1239,4,weet (nog) niet
1240,1,Ja
1241,2,Nee
1242,1,Nieuwe Meidoorn
1243,10,Liesbos
1244,11,Pekhoeve
1245,12,Vianden
1246,13,Poelewei
1247,14,3 Linden
1248,15,Geeren-Noord
1249,16,Scheldestraat
1250,17,Kraaienest
1251,18,Wegwijzer
1252,19,Dobbelsteen
1253,2,Huis van de Heuvel
1254,20,Biesdonk
1255,21,Zandberg
1256,22,Kievietslaar
1257,23,De Blaker
1258,24,Zilverberk
1259,25,Geeren-Zuid (ONS)
1260,26,Toma (Batu Karang)
1261,27,Ik weet het niet
1262,3,Noorderlicht
1263,4,æt Web
1264,5,Olympia
1265,6,Beemdentil
1266,7,Belcrum
1267,8,æt Klooster
1268,9,De Koe
1269,1,(bijna) Elke dag
1270,2,(bijna) Elke week
1271,3,(bijna) Elke maand
1272,4,(bijna) Elke 3 maanden
1273,5,1 a 2 keer
1274,0,Not Answered
1275,1,Answered
1276,,
1277,0,Not Answered
1278,1,Answered
1279,0,Not Answered
1280,1,Answered
1281,0,Not Answered
1282,1,Answered
1283,0,Not Answered
1284,1,Answered
1285,0,Not Answered
1286,1,Answered
1287,0,Not Answered
1288,1,Answered
1289,0,Not Answered
1290,1,Answered
1291,0,Not Answered
1292,1,Answered
1293,1,komt vaak voor
1294,2,komt soms voor
1295,3,komt (bijna) nooit voor
1296,4,weet niet/geen mening
1297,1,komt vaak voor
1298,2,komt soms voor
1299,3,komt (bijna) nooit voor
1300,4,weet niet/geen mening
1301,1,komt vaak voor
1302,2,komt soms voor
1303,3,komt (bijna) nooit voor
1304,4,weet niet/geen mening
1305,1,komt vaak voor
1306,2,komt soms voor
1307,3,komt (bijna) nooit voor
1308,4,weet niet/geen mening
1309,1,komt vaak voor
1310,2,komt soms voor
1311,3,komt (bijna) nooit voor
1312,4,weet niet/geen mening
1313,1,komt vaak voor
1314,2,komt soms voor
1315,3,komt (bijna) nooit voor
1316,4,weet niet/geen mening
1317,1,komt vaak voor
1318,2,komt soms voor
1319,3,komt (bijna) nooit voor
1320,4,weet niet/geen mening
1321,1,komt vaak voor
1322,2,komt soms voor
1323,3,komt (bijna) nooit voor
1324,4,weet niet/geen mening
1325,1,komt vaak voor
1326,2,komt soms voor
1327,3,komt (bijna) nooit voor
1328,4,weet niet/geen mening
1329,1,komt vaak voor
1330,2,komt soms voor
1331,3,komt (bijna) nooit voor
1332,4,weet niet/geen mening
1333,1,komt vaak voor
1334,2,komt soms voor
1335,3,komt (bijna) nooit voor
1336,4,weet niet/geen mening
1337,1,komt vaak voor
1338,2,komt soms voor
1339,3,komt (bijna) nooit voor
1340,4,weet niet/geen mening
1341,1,komt vaak voor
1342,2,komt soms voor
1343,3,komt (bijna) nooit voor
1344,4,weet niet/geen mening
1345,1,komt vaak voor
1346,2,komt soms voor
1347,3,komt (bijna) nooit voor
1348,4,weet niet/geen mening
1349,1,komt vaak voor
1350,2,komt soms voor
1351,3,komt (bijna) nooit voor
1352,4,weet niet/geen mening
1353,1,komt vaak voor
1354,2,komt soms voor
1355,3,komt (bijna) nooit voor
1356,4,weet niet/geen mening
1357,1,komt vaak voor
1358,2,komt soms voor
1359,3,komt (bijna) nooit voor
1360,4,weet niet/geen mening
1361,1,komt vaak voor
1362,2,komt soms voor
1363,3,komt (bijna) nooit voor
1364,4,weet niet/geen mening
1365,1,komt vaak voor
1366,2,komt soms voor
1367,3,komt (bijna) nooit voor
1368,4,weet niet/geen mening
1369,1,Ja
1370,2,Nee
1371,3,Weet niet/geen mening
1372,1,Vaak
1373,2,Soms
1374,3,Zelden
1375,4,Weet niet/geen mening
1376,1,Ja
1377,2,Nee
1378,3,Weet niet/geen mening
1379,1,Vaak
1380,2,Soms
1381,3,Zelden
1382,4,Weet niet/geen mening
1383,1,komt vaak voor
1384,2,komt soms voor
1385,3,komt (bijna) nooit voor
1386,4,weet niet/geen mening
1387,1,komt vaak voor
1388,2,komt soms voor
1389,3,komt (bijna) nooit voor
1390,4,weet niet/geen mening
1391,1,komt vaak voor
1392,2,komt soms voor
1393,3,komt (bijna) nooit voor
1394,4,weet niet/geen mening
1395,1,komt vaak voor
1396,2,komt soms voor
1397,3,komt (bijna) nooit voor
1398,4,weet niet/geen mening
1399,1,komt vaak voor
1400,2,komt soms voor
1401,3,komt (bijna) nooit voor
1402,4,weet niet/geen mening
1403,1,komt vaak voor
1404,2,komt soms voor
1405,3,komt (bijna) nooit voor
1406,4,weet niet/geen mening
1407,1,nee
1408,2,"ja, in de eigen buurt"
1409,3,"ja, elders in de gemeente"
1410,4,"ja, maar niet in de eigen gemeente"
1411,1,nee
1412,2,"ja, in de eigen buurt"
1413,3,"ja, elders in de gemeente"
1414,4,"ja, maar niet in de eigen gemeente"
1415,1,nee
1416,2,"ja, in de eigen buurt"
1417,3,"ja, elders in de gemeente"
1418,4,"ja, maar niet in de eigen gemeente"
1419,1,nee
1420,2,"ja, in de eigen buurt"
1421,3,"ja, elders in de gemeente"
1422,4,"ja, maar niet in de eigen gemeente"
1423,1,nee
1424,2,"ja, in de eigen buurt"
1425,3,"ja, elders in de gemeente"
1426,4,"ja, maar niet in de eigen gemeente"
1427,1,nee
1428,2,"ja, in de eigen buurt"
1429,3,"ja, elders in de gemeente"
1430,4,"ja, maar niet in de eigen gemeente"
1431,1,nee
1432,2,"ja, in de eigen buurt"
1433,3,"ja, elders in de gemeente"
1434,4,"ja, maar niet in de eigen gemeente"
1435,1,nee
1436,2,"ja, in de eigen buurt"
1437,3,"ja, elders in de gemeente"
1438,4,"ja, maar niet in de eigen gemeente"
1439,1,nee
1440,2,"ja, in de eigen buurt"
1441,3,"ja, elders in de gemeente"
1442,4,"ja, maar niet in de eigen gemeente"
1443,1,nee
1444,2,"ja, in de eigen buurt"
1445,3,"ja, elders in de gemeente"
1446,4,"ja, maar niet in de eigen gemeente"
1447,1,nee
1448,2,"ja, in de eigen buurt"
1449,3,"ja, elders in de gemeente"
1450,4,"ja, maar niet in de eigen gemeente"
1451,1,nee
1452,2,"ja, in de eigen buurt"
1453,3,"ja, elders in de gemeente"
1454,4,"ja, maar niet in de eigen gemeente"
1455,1,nee
1456,2,"ja, in de eigen buurt"
1457,3,"ja, elders in de gemeente"
1458,4,"ja, maar niet in de eigen gemeente"
1459,1,ja
1460,2,nee
1461,1,ja
1462,2,nee
1463,1,ja
1464,2,nee
1465,1,ja
1466,2,nee
1467,1,ja
1468,2,nee
1469,1,ja
1470,2,nee
1471,1,ja
1472,2,nee
1473,,
1474,1,ja
1475,2,nee
1476,1,ja
1477,2,nee
1478,1,ja
1479,2,nee
1480,1,"Ja, ik heb deze goederen/diensten online gekocht of verkocht"
1481,2,"Nee, ik heb deze goederen niet online gekocht of verkocht"
1482,1,ja
1483,2,nee
1484,1,ja
1485,2,nee
1486,,
1487,1,komt niet voor
1488,2,komt voor en maakt me bang
1489,3,komt voor en maakt me boos
1490,4,komt voor en geeft me een andere emotie
1491,5,komt voor en doet me niet veel
1492,6,weet niet of het voorkomt
1493,1,komt niet voor
1494,2,komt voor en maakt me bang
1495,3,komt voor en maakt me boos
1496,4,komt voor en geeft me een andere emotie
1497,5,komt voor en doet me niet veel
1498,6,weet niet of het voorkomt
1499,1,komt niet voor
1500,2,komt voor en maakt me bang
1501,3,komt voor en maakt me boos
1502,4,komt voor en geeft me een andere emotie
1503,5,komt voor en doet me niet veel
1504,6,weet niet of het voorkomt
1505,1,komt niet voor
1506,2,komt voor en maakt me bang
1507,3,komt voor en maakt me boos
1508,4,komt voor en geeft me een andere emotie
1509,5,komt voor en doet me niet veel
1510,6,weet niet of het voorkomt
1511,1,komt niet voor
1512,2,komt voor en maakt me bang
1513,3,komt voor en maakt me boos
1514,4,komt voor en geeft me een andere emotie
1515,5,komt voor en doet me niet veel
1516,6,weet niet of het voorkomt
1517,1,komt niet voor
1518,2,komt voor en maakt me bang
1519,3,komt voor en maakt me boos
1520,4,komt voor en geeft me een andere emotie
1521,5,komt voor en doet me niet veel
1522,6,weet niet of het voorkomt
1523,1,komt niet voor
1524,2,komt voor en maakt me bang
1525,3,komt voor en maakt me boos
1526,4,komt voor en geeft me een andere emotie
1527,5,komt voor en doet me niet veel
1528,6,weet niet of het voorkomt
1529,1,komt niet voor
1530,2,komt voor en maakt me bang
1531,3,komt voor en maakt me boos
1532,4,komt voor en geeft me een andere emotie
1533,5,komt voor en doet me niet veel
1534,6,weet niet of het voorkomt
1535,1,komt niet voor
1536,2,komt voor en maakt me bang
1537,3,komt voor en maakt me boos
1538,4,komt voor en geeft me een andere emotie
1539,5,komt voor en doet me niet veel
1540,6,weet niet of het voorkomt
1541,2,2
1542,8,Onbekend
1543,2,"Tussen € 414,- en € 592,-"
1544,,
1545,0,Not Answered
1546,1,Answered
1547,0,Not Answered
1548,1,Answered
1549,0,Not Answered
1550,1,Answered
1551,0,Not Answered
1552,1,Answered
1553,0,Not Answered
1554,1,Answered
1555,,
1556,1,Ja
1557,2,"Nee, niet in mijn eigen buurt maar wel in Breda"
1558,3,Nee
1559,4,Weet niet/geen mening
1560,,
1561,,
1562,,
1563,,
1564,,
1565,,
1566,,
1567,,
1568,,
1569,,
1570,,
1571,,
1572,,
1573,,
1574,1,1
1575,10,10
1576,2,2
1577,3,3
1578,4,4
1579,5,5
1580,6,6
1581,7,7
1582,8,8
1583,9,9
1584,1,helemaal eens
1585,2,eens
1586,3,"niet eens, niet oneens"
1587,4,oneens
1588,5,helemaal oneens
1589,6,weet niet/niet van toepassing
1590,1,helemaal eens
1591,2,eens
1592,3,"niet eens, niet oneens"
1593,4,oneens
1594,5,helemaal oneens
1595,6,weet niet/niet van toepassing
1596,1,helemaal eens
1597,2,eens
1598,3,"niet eens, niet oneens"
1599,4,oneens
1600,5,helemaal oneens
1601,6,weet niet/niet van toepassing
1602,1,helemaal eens
1603,2,eens
1604,3,"niet eens, niet oneens"
1605,4,oneens
1606,5,helemaal oneens
1607,6,weet niet/niet van toepassing
1608,1,helemaal eens
1609,2,eens
1610,3,"niet eens, niet oneens"
1611,4,oneens
1612,5,helemaal oneens
1613,6,weet niet/niet van toepassing
1614,1,helemaal eens
1615,2,eens
1616,3,"niet eens, niet oneens"
1617,4,oneens
1618,5,helemaal oneens
1619,6,weet niet/niet van toepassing
1620,1,1
1621,10,10
1622,11,weet niet/geen mening
1623,2,2
1624,3,3
1625,4,4
1626,5,5
1627,6,6
1628,7,7
1629,8,8
1630,9,9
1631,1,helemaal eens
1632,2,eens
1633,3,"niet eens, niet oneens"
1634,4,oneens
1635,5,helemaal oneens
1636,6,weet niet/geen mening
1637,1,helemaal eens
1638,2,eens
1639,3,"niet eens, niet oneens"
1640,4,oneens
1641,5,helemaal oneens
1642,6,weet niet/geen mening
1643,1,1
1644,10,10
1645,11,weet niet/geen mening
1646,2,2
1647,3,3
1648,4,4
1649,5,5
1650,6,6
1651,7,7
1652,8,8
1653,9,9
1654,1,zeer tevreden
1655,2,tevreden
1656,3,niet tevreden/niet ontevreden
1657,4,ontevreden
1658,5,zeer ontevreden
1659,6,weet niet/geen mening
1660,1,zeer tevreden
1661,2,tevreden
1662,3,niet tevreden/niet ontevreden
1663,4,ontevreden
1664,5,zeer ontevreden
1665,6,weet niet/geen mening
1666,1,zeer tevreden
1667,2,tevreden
1668,3,niet tevreden/niet ontevreden
1669,4,ontevreden
1670,5,zeer ontevreden
1671,6,weet niet/geen mening
1672,1,zeer tevreden
1673,2,tevreden
1674,3,niet tevreden/niet ontevreden
1675,4,ontevreden
1676,5,zeer ontevreden
1677,6,weet niet/geen mening
1678,1,zeer tevreden
1679,2,tevreden
1680,3,niet tevreden/niet ontevreden
1681,4,ontevreden
1682,5,zeer ontevreden
1683,6,weet niet/geen mening
1684,1,zeer tevreden
1685,2,tevreden
1686,3,niet tevreden/niet ontevreden
1687,4,ontevreden
1688,5,zeer ontevreden
1689,6,weet niet/geen mening
1690,1,zeer tevreden
1691,2,tevreden
1692,3,niet tevreden/niet ontevreden
1693,4,ontevreden
1694,5,zeer ontevreden
1695,6,weet niet/geen mening
1696,,
1697,,
1698,1,helemaal mee eens
1699,2,mee eens
1700,3,neutraal
1701,4,niet mee eens
1702,5,helemaal niet mee eens
1703,6,weet niet/geen mening
1704,1,helemaal mee eens
1705,2,mee eens
1706,3,neutraal
1707,4,niet mee eens
1708,5,helemaal niet mee eens
1709,6,weet niet/geen mening
1710,1,helemaal mee eens
1711,2,mee eens
1712,3,neutraal
1713,4,niet mee eens
1714,5,helemaal niet mee eens
1715,6,weet niet/geen mening
1716,1,helemaal mee eens
1717,2,mee eens
1718,3,neutraal
1719,4,niet mee eens
1720,5,helemaal niet mee eens
1721,6,weet niet/geen mening
1722,1,helemaal mee eens
1723,2,mee eens
1724,3,neutraal
1725,4,niet mee eens
1726,5,helemaal niet mee eens
1727,6,weet niet/geen mening
1728,1,helemaal mee eens
1729,2,mee eens
1730,3,neutraal
1731,4,niet mee eens
1732,5,helemaal niet mee eens
1733,6,weet niet/geen mening
1734,1,helemaal mee eens
1735,2,mee eens
1736,3,neutraal
1737,4,niet mee eens
1738,5,helemaal niet mee eens
1739,6,weet niet/geen mening
1740,1,helemaal mee eens
1741,2,mee eens
1742,3,neutraal
1743,4,niet mee eens
1744,5,helemaal niet mee eens
1745,6,weet niet/geen mening
1746,1,helemaal mee eens
1747,2,mee eens
1748,3,neutraal
1749,4,niet mee eens
1750,5,helemaal niet mee eens
1751,6,weet niet/geen mening
1752,1,helemaal mee eens
1753,2,mee eens
1754,3,neutraal
1755,4,niet mee eens
1756,5,helemaal niet mee eens
1757,6,weet niet/geen mening
1758,1,helemaal mee eens
1759,2,mee eens
1760,3,neutraal
1761,4,niet mee eens
1762,5,helemaal niet mee eens
1763,6,weet niet/geen mening
1764,1,helemaal mee eens
1765,2,mee eens
1766,3,neutraal
1767,4,niet mee eens
1768,5,helemaal niet mee eens
1769,6,weet niet/geen mening
1770,1,helemaal mee eens
1771,2,mee eens
1772,3,neutraal
1773,4,niet mee eens
1774,5,helemaal niet mee eens
1775,6,weet niet/geen mening
1776,1,1
1777,10,10
1778,2,2
1779,3,3
1780,4,4
1781,5,5
1782,6,6
1783,7,7
1784,8,8
1785,9,9
1786,1,verbeterd
1787,2,gelijk gebleven
1788,3,verslechterd
1789,4,weet niet/geen mening
1790,1,verbeterd
1791,2,gelijk gebleven
1792,3,verslechterd
1793,4,weet niet/geen mening
1794,1,verbeterd
1795,2,gelijk gebleven
1796,3,verslechterd
1797,4,weet niet/geen mening
1798,1,Vooruit
1799,2,Gelijk gebleven
1800,3,Achteruit
1801,4,Weet niet/geen mening
1802,1,Vooruit
1803,2,Zal gelijk blijven
1804,3,Achteruit
1805,4,Weet niet/geen mening
1806,1,1
1807,10,10
1808,2,2
1809,3,3
1810,4,4
1811,5,5
1812,6,6
1813,7,7
1814,8,8
1815,9,9
1816,1,1
1817,10,10
1818,2,2
1819,3,3
1820,4,4
1821,5,5
1822,6,6
1823,7,7
1824,8,8
1825,9,9
1826,1,1
1827,10,10
1828,2,2
1829,3,3
1830,4,4
1831,5,5
1832,6,6
1833,7,7
1834,8,8
1835,9,9
1836,1,1
1837,10,10
1838,2,2
1839,3,3
1840,4,4
1841,5,5
1842,6,6
1843,7,7
1844,8,8
1845,9,9
1846,1,Zeer positief
1847,2,Positief
1848,3,Neutraal
1849,4,Negatief
1850,5,Zeer negatief
1851,6,Geen idee
1852,,
1853,,
1854,0,Leeftijd
1855,1,Leeftijd
1856,10,Leeftijd
1857,100,Leeftijd
1858,101,Leeftijd
1859,102,Leeftijd
1860,103,Leeftijd
1861,104,Leeftijd
1862,105,Leeftijd
1863,106,Leeftijd
1864,107,Leeftijd
1865,108,Leeftijd
1866,109,Leeftijd
1867,11,Leeftijd
1868,12,Leeftijd
1869,13,Leeftijd
1870,14,Leeftijd
1871,15,Leeftijd
1872,16,Leeftijd
1873,17,Leeftijd
1874,18,Leeftijd
1875,19,Leeftijd
1876,2,Leeftijd
1877,20,Leeftijd
1878,21,Leeftijd
1879,22,Leeftijd
1880,23,Leeftijd
1881,24,Leeftijd
1882,25,Leeftijd
1883,26,Leeftijd
1884,27,Leeftijd
1885,28,Leeftijd
1886,29,Leeftijd
1887,3,Leeftijd
1888,30,Leeftijd
1889,31,Leeftijd
1890,32,Leeftijd
1891,33,Leeftijd
1892,34,Leeftijd
1893,35,Leeftijd
1894,36,Leeftijd
1895,37,Leeftijd
1896,38,Leeftijd
1897,39,Leeftijd
1898,4,Leeftijd
1899,40,Leeftijd
1900,41,Leeftijd
1901,42,Leeftijd
1902,43,Leeftijd
1903,44,Leeftijd
1904,45,Leeftijd
1905,46,Leeftijd
1906,47,Leeftijd
1907,48,Leeftijd
1908,49,Leeftijd
1909,5,Leeftijd
1910,50,Leeftijd
1911,51,Leeftijd
1912,52,Leeftijd
1913,53,Leeftijd
1914,54,Leeftijd
1915,55,Leeftijd
1916,56,Leeftijd
1917,57,Leeftijd
1918,58,Leeftijd
1919,59,Leeftijd
1920,6,Leeftijd
1921,60,Leeftijd
1922,61,Leeftijd
1923,62,Leeftijd
1924,63,Leeftijd
1925,64,Leeftijd
1926,65,Leeftijd
1927,66,Leeftijd
1928,67,Leeftijd
1929,68,Leeftijd
1930,69,Leeftijd
1931,7,Leeftijd
1932,70,Leeftijd
1933,71,Leeftijd
1934,72,Leeftijd
1935,73,Leeftijd
1936,74,Leeftijd
1937,75,Leeftijd
1938,76,Leeftijd
1939,77,Leeftijd
1940,78,Leeftijd
1941,79,Leeftijd
1942,8,Leeftijd
1943,80,Leeftijd
1944,81,Leeftijd
1945,82,Leeftijd
1946,83,Leeftijd
1947,84,Leeftijd
1948,85,Leeftijd
1949,86,Leeftijd
1950,87,Leeftijd
1951,88,Leeftijd
1952,89,Leeftijd
1953,9,Leeftijd
1954,90,Leeftijd
1955,91,Leeftijd
1956,92,Leeftijd
1957,93,Leeftijd
1958,94,Leeftijd
1959,95,Leeftijd
1960,96,Leeftijd
1961,97,Leeftijd
1962,98,Leeftijd
1963,99,Leeftijd
1964,1,Alleenstaand/alleenwonend
1965,2,Twee volwassenen met kind(eren)
1966,3,Twee volwassenen zonder kind(eren)
1967,4,ETn volwassene met kind(eren)/eenoudergezin
1968,5,Anders
1969,,
1970,1,Lagere school/basisonderwijs/geen onderwijs
1971,2,Vmbo/Mavo
1972,3,Vwo/Havo
1973,4,Middelbaar beroepsonderwijs (mbo)
1974,5,Hoger beroepsonderwijs (hbo)
1975,6,Wetenschappelijk onderwijs (universiteit)
1976,1,Man
1977,2,Vrouw
1978,1,Erg gelukkig
1979,2,Gelukkig
1980,3,Niet gelukkig/niet ongelukkig
1981,4,Niet zo gelukkig
1982,5,Ongelukkig
1983,6,Geen antwoord
1984,1,"Ja, ik wil graag lid worden. Mijn e-mailadres is:"
1985,2,"Nee, ik wil geen lid worden."
1986,,
1987,1,ja
1988,2,nee
1989,1,ja
1990,2,nee
1991,1,ja
1992,2,nee
1993,1,ja
1994,2,nee
1995,1,ja
1996,2,nee
1997,1,ja
1998,2,nee
1999,1,ja
2000,2,nee
2001,1,ja
2002,2,nee
2003,1,ja
2004,2,nee
2005,1,ja
2006,2,nee
2007,1,Zeer gemakkelijk
2008,2,Gemakkelijk
2009,3,Kom net rond
2010,4,Moeilijk
2011,5,Zeer moeilijk
2012,,
2013,,
2014,,
2015,,
2016,,
2017,,
2018,,
2019,1,intensief
2020,2,incidenteel
2021,3,(vrijwel) nooit
2022,1,intensief
2023,2,incidenteel
2024,3,(vrijwel) nooit
2025,1,intensief
2026,2,incidenteel
2027,3,(vrijwel) nooit
2028,1,intensief
2029,2,incidenteel
2030,3,(vrijwel) nooit
2031,1,intensief
2032,2,incidenteel
2033,3,(vrijwel) nooit
2034,1,"Ja, intensief"
2035,2,"Ja, incidenteel"
2036,3,"Nee, (vrijwel) niet"
2037,1,"ja, dat klopt wel"
2038,2,min of meer
2039,3,"nee, dat klopt niet echt"
2040,4,geen antwoord
2041,1,"ja, dat klopt wel"
2042,2,min of meer
2043,3,"nee, dat klopt niet echt"
2044,4,geen antwoord
2045,1,"ja, dat klopt wel"
2046,2,min of meer
2047,3,"nee, dat klopt niet echt"
2048,4,geen antwoord
2049,1,"ja, dat klopt wel"
2050,2,min of meer
2051,3,"nee, dat klopt niet echt"
2052,4,geen antwoord
2053,1,"ja, dat klopt wel"
2054,2,min of meer
2055,3,"nee, dat klopt niet echt"
2056,4,geen antwoord
2057,1,"ja, dat klopt wel"
2058,2,min of meer
2059,3,"nee, dat klopt niet echt"
2060,4,geen antwoord
2061,1,"ja, dat klopt wel"
2062,2,min of meer
2063,3,"nee, dat klopt niet echt"
2064,4,geen antwoord
2065,1,vaak
2066,2,regelmatig
2067,3,soms
2068,4,zelden/ nooit
2069,1,vaak
2070,2,regelmatig
2071,3,soms
2072,4,zelden/ nooit
2073,1,vaak
2074,2,regelmatig
2075,3,soms
2076,4,zelden/ nooit
2077,1,vaak
2078,2,regelmatig
2079,3,soms
2080,4,zelden/ nooit
2081,1,vaak
2082,2,regelmatig
2083,3,soms
2084,4,zelden/ nooit
2085,1,vaak
2086,2,regelmatig
2087,3,soms
2088,4,zelden/ nooit
2089,1,geheel mee eens
2090,2,mee eens
2091,3,mee eens/oneens
2092,4,mee oneens
2093,5,geheel mee oneens
2094,1,geheel mee eens
2095,2,mee eens
2096,3,mee eens/oneens
2097,4,mee oneens
2098,5,geheel mee oneens
